"Trazado4"
"Tiempo (sec)","Velocidad angular2 (deg/sec)"
0,0
0.04,0.0133071287115517
0.08,0.0589900613880007
0.12,0.138518809500598
0.16,0.251466380127616
0.2,0.397833058101269
0.24,0.577686728480045
0.28,0.791197895968028
0.32,1.03866158751065
0.36,1.32050632243528
0.4,1.63734848464811
0.44,1.98992097147185
0.48,2.37918462684848
0.52,2.80620876543114
0.56,3.2722180894816
0.6,3.77851275866662
0.64,4.32650864183272
0.68,4.917511168781
0.72,5.55280096751885
0.76,6.23357748776451
0.8,6.96074289148793
0.84,7.7346640626745
0.88,8.55561999154026
0.92,9.42307181966522
0.96,10.3360532554791
1,11.2927115440653
1.04,12.290539702107
1.08,13.3263177783418
1.12,14.3955050733609
1.16,15.493531887913
1.2,16.614421131873
1.24,17.7516195186474
1.28,18.8979434699268
1.32,20.0454168476718
1.36,21.1856632913064
1.4,22.3092944412603
1.44,23.4071871824362
1.48,24.4693549433042
1.52,25.4855312896154
1.56,26.4448502514275
1.6,27.3367448110598
1.64,28.1484951248275
1.68,28.8698799197376
1.72,29.4875135315001
1.76,29.9896722753675
1.8,30.362899525128
1.84,30.5937632255052
1.88,30.6686197736669
1.92,30.5732595065891
1.96,30.2930121207391
2,29.813789336915
2.04,29.1211161224521
2.08,28.2002546310421
2.12,27.038052831537
2.16,25.6219594012964
2.2,23.9398894459989
2.24,21.9843050116141
2.28,19.74875269391
2.32,17.2319930245785
2.36,14.4362934926905
2.4,11.3720771279563
2.44,8.05562537820931
2.48,4.51271055964392
2.52,0.778263808720238
2.56,3.10280112276046
2.6,7.07554087417259
2.64,11.0755912690031
2.68,15.0317634643246
2.72,18.8676906732032
2.76,22.505854721926
2.8,25.8732931946563
2.84,28.9038671445652
2.88,31.5438842745237
2.92,33.7553995840818
2.96,35.5175977093291
3,36.8281205522428
3.04,37.7002264790942
3.08,38.1618694835265
3.12,38.253392316691
3.16,38.0182675552749
3.2,37.5052809124048
3.24,36.7660235660068
3.28,35.8455777529761
3.32,34.7869146887147
3.36,33.6277875491908
3.4,32.3996849443977
3.44,31.1285062060755
3.48,29.8365894759267
3.52,28.5396464030984
3.56,27.2497467597719
3.6,25.9748228773504
3.64,24.7218481828
3.68,23.4921909366308
3.72,22.2872596747732
3.76,21.1072177500092
3.8,19.9499493070592
3.84,18.8119435505675
3.88,17.6905541532544
3.92,16.5801245223301
3.96,15.4773148438927
4,14.3766105834926
4.04,13.2734745016096
4.08,12.1627591985098
4.12,11.03997571811
4.16,9.90094520739637
4.2,8.74294976230788
4.24,7.56403487902855
4.28,6.36464878177252
4.32,5.14675979374092
4.36,3.91476436829535
4.4,2.67753894483435
4.44,1.44591943532789
4.48,0.234164489480033
4.52,0.940780554550815
4.56,2.06035160731342
4.6,3.10529838458816
4.64,4.05801988334066
4.68,4.90281063122397
4.72,5.62749940478496
4.76,6.2244077527666
4.8,6.69157931811795
4.84,7.02967340998441
4.88,7.24438333609436
4.92,7.34369410383364
4.96,7.33858154579082
5,7.24095842350188
5.04,7.06279488118471
5.08,6.81657316431262
5.12,6.51499831387821
5.16,6.1672058147722
5.2,5.78620833154606
5.24,5.37997335088289
5.28,4.95735329690138
5.32,4.52633917549482
5.36,4.09345437729571
5.4,3.66443538868739
5.44,3.24499988482965
5.48,2.83818858205606
5.52,2.44990800750256
5.56,2.08283148998012
5.6,1.74057841363649
5.64,1.42356982562509
5.68,1.13539188872532
5.72,0.877226156870231
5.76,0.650697742246643
5.8,0.457209215767685
5.84,0.297259733146776
5.88,0.171186550562182
5.92,0.0784851310330697
5.96,0.0221212550584536
6,0.000713603220853239
