"Trazado3"
"Tiempo (sec)","Velocidad angular1 (deg/sec)"
0,0
0.04,0.000158204894094674
0.08,0.000699122886189131
0.12,0.00162596474826813
0.16,0.00289271284243493
0.2,0.00441407542736062
0.24,0.00603724140964521
0.28,0.00750582395310171
0.32,0.00840157744015174
0.36,0.00805231711597063
0.4,0.0054068766858638
0.44,0.000341547904009243
0.48,0.00819686381738676
0.52,0.0168507996779775
0.56,0.0244472244996841
0.6,0.0282128447619005
0.64,0.0259733214463985
0.68,0.0218554709894721
0.72,0.0167051961907158
0.76,0.0116244192357312
0.8,0.00838505802966738
0.84,0.00952680670574588
0.88,0.0183918622460704
0.92,0.0325078177140612
0.96,0.0475004782875664
1,0.0626671767826993
1.04,0.0771730034887244
1.08,0.0900028503879503
1.12,0.0998508006129042
1.16,0.10492340057117
1.2,0.102696407343313
1.24,0.096057192928459
1.28,0.0884306439370722
1.32,0.080392557321177
1.36,0.072732275086869
1.4,0.0664631734455649
1.44,0.062837312917571
1.48,0.0633465772019927
1.52,0.069722097904832
1.56,0.0837887160975963
1.6,0.101418007016575
1.64,0.119128639979503
1.68,0.136552174547495
1.72,0.153255656117529
1.76,0.168740641891461
1.8,0.182431544905831
1.84,0.193649994521843
1.88,0.201595490196946
1.92,0.205308485946347
1.96,0.203697220573351
2,0.199807467221449
2.04,0.196271744160908
2.08,0.193437900365159
2.12,0.191711573702402
2.16,0.19155549872935
2.2,0.193476268861053
2.24,0.198052979357853
2.28,0.205908831283992
2.32,0.217579044758002
2.36,0.230237057692608
2.4,0.242285048382029
2.44,0.253531168084965
2.48,0.26374465856562
2.52,0.272680606529571
2.56,0.280065967594417
2.6,0.285596456924667
2.64,0.289365931495041
2.68,0.293129368766782
2.72,0.297195769317808
2.76,0.301632163099903
2.8,0.306548963808374
2.84,0.31203192538767
2.88,0.318191233169044
2.92,0.324684896212805
2.96,0.330887939964839
3,0.336755767460132
3.04,0.342242775751291
3.08,0.347305714207843
3.12,0.351893277134783
3.16,0.356069793847155
3.2,0.360121798356457
3.24,0.36407592266236
3.28,0.367944257232223
3.32,0.371727881271766
3.36,0.375443133986567
3.4,0.379023936552513
3.44,0.38236856911212
3.48,0.385449859070171
3.52,0.388266084052254
3.56,0.390797486308107
3.6,0.393055117494653
3.64,0.395066022796899
3.68,0.396835176579559
3.72,0.398367189170211
3.76,0.399638276146495
3.8,0.400655019664651
3.84,0.401388190871323
3.88,0.401832563918116
3.92,0.401979301010059
3.96,0.40182893402399
4,0.40138620307516
4.04,0.400633093228605
4.08,0.399580093612899
4.12,0.398215669321317
4.16,0.396531087618096
4.2,0.394516290432022
4.24,0.392190451054034
4.28,0.389518645597806
4.32,0.386535236287482
4.36,0.383188598885115
4.4,0.379512344263141
4.44,0.375486660262777
4.48,0.371120391504912
4.52,0.366405018435868
4.56,0.361330294959351
4.6,0.355898483500444
4.64,0.35010327126532
4.68,0.343954752034308
4.72,0.337460184868026
4.76,0.330604411309268
4.8,0.323343971038777
4.84,0.315652905582268
4.88,0.307579966481271
4.92,0.299338857495549
4.96,0.290965744759429
5,0.282015876291187
5.04,0.271743915652854
5.08,0.260248553950108
5.12,0.250884106094756
5.16,0.245182603596258
5.2,0.237799333774722
5.24,0.214538544808619
5.28,0.186469680619607
5.32,0.190279831529803
5.36,0.230501308253211
5.4,0.431634755260247
5.44,0.728423782766916
5.48,1.01948469733958
5.52,1.31210089487449
5.56,1.60730237199374
5.6,1.90282762044536
5.64,2.19751677636719
5.68,2.490047822405
5.72,2.77897785464992
5.76,3.06309478693725
5.8,3.34112096473774
5.84,3.61171746612672
5.88,3.8737255623691
5.92,4.12550619586793
5.96,4.36553629692342
6,4.60303271566838
6.04,4.65073148560026
6.08,4.63885855869303
6.12,4.62796955877105
6.16,4.6184310743502
6.2,4.60785686981183
6.24,4.59712112338453
6.28,4.58672339924207
6.32,4.5761349461792
6.36,4.5655659836465
6.4,4.55486177821878
6.44,4.54422949097234
6.48,4.5334332121075
6.52,4.52269485822738
6.56,4.51172755861436
6.6,4.50074220535379
6.64000000000001,4.48966728542245
6.68000000000001,4.47850207073195
6.72000000000001,4.46731249533715
6.76000000000001,4.45589596582569
6.80000000000001,4.44445299997889
6.84000000000001,4.43285070475457
6.88000000000001,4.42109037331152
6.92000000000001,4.40942737373148
6.96000000000001,4.3973505541154
7.00000000000001,4.38536762576739
7.04000000000001,4.37310176025747
7.08000000000001,4.36080149503251
7.12000000000001,4.34760176984587
7.16000000000001,4.33572642173876
7.20000000000001,4.32295399863326
7.24000000000001,4.31002534551311
7.28000000000001,4.29694100980472
7.32000000000001,4.28370112492222
7.36000000000001,4.27030661999374
7.40000000000001,4.25686943490341
7.44000000000001,4.24305360418026
7.48000000000001,4.22919550665132
7.52000000000001,4.21518330349516
7.56000000000001,4.20090903620933
7.60000000000001,4.18658931759603
7.64000000000001,4.17200958408293
7.68000000000001,4.15727734385981
7.72000000000001,4.14228908092528
7.76000000000001,4.12714961817321
7.80000000000001,4.11185839157624
7.84000000000001,4.09631519474394
7.88000000000001,4.08091827728387
7.92000000000001,4.06477504244914
7.96000000000001,4.04868022092884
8.00000000000001,4.0323385395124
8.04,4.01594200114494
8.08,3.9992042279365
8.12,3.9823165216593
8.16,3.96518516793657
8.2,3.9478121510895
8.24,3.93037994755768
8.28,3.91252579942697
8.32,3.89461170173782
8.36,3.87645762019347
8.4,3.85806472509993
8.44,3.83943428733911
8.48,3.82065233900883
8.51999999999999,3.80154864222098
8.55999999999999,3.78229347665529
8.59999999999999,3.76280236947313
8.63999999999999,3.74299352083601
8.67999999999999,3.72311433157547
8.71999999999999,3.70283894552063
8.75999999999999,3.68249021587429
8.79999999999999,3.66174935128668
8.83999999999999,3.64085484596034
8.87999999999999,3.61980401360527
8.91999999999999,3.59821436584264
8.95999999999998,3.57669817887518
8.99999999999998,3.5547981815072
9.03999999999998,3.53266731988031
9.07999999999998,3.51045060947774
9.11999999999998,3.48771054655372
9.15999999999998,3.46488419034611
9.19999999999998,3.44182568180054
9.23999999999998,3.41839482589727
9.27999999999998,3.39487162730521
9.31999999999998,3.37084145909474
