"Trazado2"
"Tiempo (sec)","Desplazamiento angular2 (deg)"
0,2.32731449187652e-06
0.04,5.81924020965676e-06
0.08,3.02622994340119e-05
0.12,9.66055068368768e-05
0.16,0.00022579415194821
0.2,0.000438768010004931
0.24,0.000756460333002639
0.28,0.00119979775506775
0.32,0.0017896983699776
0.36,0.00254707275720733
0.4,0.00349282522232085
0.44,0.00464784929137155
0.48,0.00603303739889738
0.52,0.007669273568065
0.56,0.00957743957084451
0.6,0.0117784145250204
0.64,0.0142930783236945
0.68,0.0171423164185098
0.72,0.0203470107041294
0.76,0.0239280680894648
0.8,0.0279063986533465
0.84,0.0323029163995619
0.88,0.0371385705329038
0.92,0.0424343401402906
0.96,0.0482112073562987
1,0.0544902195189622
1.04,0.0612924192546414
1.08,0.0686389389392503
1.12,0.0765509176692656
1.16,0.0850495761584718
1.2,0.0941561977961808
1.24,0.10389208965643
1.28,0.114278705003228
1.32,0.12533746339495
1.36,0.137089994547791
1.4,0.149557911416247
1.44,0.162762973576983
1.48,0.176727096262223
1.52,0.191472156330136
1.56,0.207020284797297
1.6,0.223393767625989
1.64,0.240614769402446
1.68,0.25870585743153
1.72,0.277689644335081
1.76,0.297588850419204
1.8,0.318426557751666
1.84,0.340225590548795
1.88,0.363009314783422
1.92,0.386801154894119
1.96,0.411624683010528
2,0.437503818876815
2.04,0.464462314153635
2.08,0.492524391797279
2.12,0.521714394816797
2.16,0.552057123446713
2.2,0.58357698152604
2.24,0.616299146695169
2.28,0.650248743174654
2.32,0.685451123136242
2.36,0.721932207245758
2.4,0.759717310877509
2.44,0.798832828378294
2.48,0.839304888719376
2.52,0.881159971159943
2.56,0.924425022026637
2.6,0.969126548434452
2.64,1.0152916940276
2.68,1.06294795685507
2.72,1.11212301697245
2.76,1.16284409920681
2.8,1.21513945596812
2.84,1.26903698630109
2.88,1.32456492268872
2.92,1.381752176621
2.96,1.44062658580449
3,1.50121723040142
3.04,1.56355290299061
3.08,1.62766256936817
3.12,1.69357536181417
3.16,1.76132056820615
3.2,1.83092785664877
3.24,1.90242534161976
3.28,1.97584314702169
3.32,2.0512105410572
3.36,2.12855699164838
3.4,2.20791165788297
3.44,2.28930433027381
3.48,2.37276372992578
3.52,2.45831967625776
3.56,2.54600086575794
3.6,2.63583728259193
3.64,2.72785601473713
3.68,2.82208639891857
3.72,2.91855752984736
3.76,3.01729672772183
3.8,3.11833276923422
3.84,3.2216928672284
3.88,3.32740435979167
3.92,3.43549445944858
3.96,3.54599049461535
4,3.6589170514165
4.04,3.77430052006635
4.08,3.89216656075875
4.12,4.01254003775406
4.16,4.13544472502776
4.2,4.26090407820215
4.24,4.38894247219317
4.28,4.51958076245825
4.32,4.65284304909372
4.36,4.78874772648101
4.4,4.92731636479597
4.44,5.06856793326419
4.48,5.21252187861555
4.52,5.35919657271405
4.56,5.50860817366584
4.6,5.66077325633049
4.64,5.81570722102487
4.68,5.97342420748962
4.72,6.13393927936704
4.76,6.29726134082131
4.8,6.4634039146565
4.84,6.63237702873221
4.88,6.80418932206559
4.92,6.97884968722236
4.96,7.15636392953036
5,7.33673861545088
5.04,7.51997771102978
5.08,7.70608645955943
5.12,7.89506359894552
5.16,8.08691129566924
5.2,8.28162901907769
5.24,8.47921578221668
5.28,8.67966729425452
5.32,8.88297820579335
5.36,9.0891453775076
5.4,9.2981590172269
5.44,9.51001262556094
5.48,9.72469298964086
5.52,9.94219017305893
5.56,10.16249082317
5.6,10.3855803828948
5.64,10.6114430613713
5.68,10.8400607251407
5.72,11.0714139648113
5.76,11.3054821168565
5.8,11.5422432243429
5.84,11.7816762736827
5.88,12.0237499609723
5.92,12.2684394988255
5.96,12.5157165186852
6,12.765551291765
6.04,13.017910459876
6.08,13.2727615316052
6.12,13.5300683626429
6.16,13.7897933872984
6.2,14.0518976166773
6.24,14.3163417274216
6.28,14.5830826917535
6.32,14.8520748989898
6.36,15.123275702997
6.4,15.3966387020889
6.44,15.672107094292
6.48,15.9496336590561
6.52,16.2291662720944
6.56,16.5106468220938
6.6,16.7940222352725
6.64000000000001,17.0792312190546
6.68000000000001,17.3662130690091
6.72000000000001,17.6549076253388
6.76000000000001,17.945246525648
6.80000000000001,18.2371684491093
6.84000000000001,18.5306006005213
6.88000000000001,18.825471764397
6.92000000000001,19.1217154451644
6.96000000000001,19.4192505061276
7.00000000000001,19.7180069130102
7.04000000000001,20.0179000452949
7.08000000000001,20.3188541302957
7.12000000000001,20.6207831065162
7.16000000000001,20.9236116688655
7.20000000000001,21.2272375564445
7.24000000000001,21.5315796784507
7.28000000000001,21.836546682075
7.32000000000001,22.1420473620539
7.36000000000001,22.4479824588159
7.40000000000001,22.7542589402833
7.44000000000001,23.0607716918569
7.48000000000001,23.3674237251097
7.52000000000001,23.6741080331777
7.56000000000001,23.9807196178764
7.60000000000001,24.2871494865641
7.64000000000001,24.5932866376011
7.68000000000001,24.8990180424617
7.72000000000001,25.2042267289589
7.76000000000001,25.5087974960465
7.80000000000001,25.8126111340665
7.84000000000001,26.1155407969791
7.88000000000001,26.4174723877972
7.92000000000001,26.7182657797822
7.96000000000001,27.0177990324102
8.00000000000001,27.3159372091806
8.04,27.6125522339171
8.08,27.9075033323888
8.12,28.2006547584001
8.16,28.4918669326363
8.2,28.7809948853002
8.24,29.0678967124971
8.28,29.3524235207594
8.32,29.6344277790314
8.36,29.9137583831328
8.4,30.1902623486462
8.44,30.4637833172191
8.48,30.73416621246
8.51999999999999,31.0012496644016
8.55999999999999,31.2648751167914
8.59999999999999,31.5248793911595
8.63999999999999,31.7811019586384
8.67999999999999,32.0333696190542
8.71999999999999,32.2815176827758
8.75999999999999,32.5253786292058
8.79999999999999,32.764781063166
8.83999999999999,32.9995538297117
8.87999999999999,33.2295271703867
8.91999999999999,33.4545231077804
8.95999999999998,33.6743702449969
8.99999999999998,33.8888940410778
9.03999999999998,34.0979151234415
9.07999999999998,34.3012626136597
9.11999999999998,34.498754797716
