"Trazado1"
"Tiempo (sec)","Desplazamiento angular1 (deg)"
0,-1.30052145326356e-05
0.04,-6.95873446801878e-06
0.08,3.53653950218932e-05
0.12,0.000150236848677376
0.16,0.000373904542334732
0.2,0.000742577475625978
0.24,0.00129239979166062
0.28,0.00205942134572476
0.32,0.00307955841792461
0.36,0.00438855298908456
0.4,0.00602192578807578
0.44,0.00801491325195022
0.48,0.0104024217907857
0.52,0.0132189469152893
0.56,0.0164985084283141
0.6,0.0202745677595715
0.64,0.0245799455831832
0.68,0.0294467346591353
0.72,0.0349061821264707
0.76,0.0409886295146691
0.8,0.0477233592151176
0.84,0.0551384733838065
0.88,0.063260816439354
0.92,0.072115828266693
0.96,0.0817273546881231
1,0.0921175983233083
1.04,0.103306842395684
1.08,0.115313438441064
1.12,0.12815349336981
1.16,0.141840810278063
1.2,0.156386669590868
1.24,0.17179956283876
1.28,0.188085176866129
1.32,0.205245892082845
1.36,0.223280937106996
1.4,0.242185799504262
1.44,0.26195224487997
1.48,0.282568092088684
1.52,0.304016651131116
1.56,0.326276883079838
1.6,0.349322968494049
1.64,0.373123665854261
1.68,0.397642793171641
1.72,0.422838389752156
1.76,0.448662501707604
1.8,0.475061252606647
1.84,0.501973798993933
1.88,0.529332970813414
1.92,0.557064370001889
1.96,0.585086315280765
2,0.613309675635747
2.04,0.641637035691075
2.08,0.669963296590443
2.12,0.698174878659784
2.16,0.726149930204775
2.2,0.753757408687805
2.24,0.780857842216829
2.28,0.807302703949122
2.32,0.832934340979493
2.36,0.857586412842621
2.4,0.881082912776792
2.44,0.903239577158813
2.48,0.923862957172574
2.52,0.942751241550629
2.56,0.959694305005236
2.6,0.974473970762215
2.64,0.986864691486475
2.68,0.996634029158054
2.72,1.00354316359465
2.76,1.00734746131681
2.8,1.00779759244967
2.84,1.00464012724751
2.88,0.997618472821614
2.92,0.986473702665978
2.96,0.970946763500196
3,0.950776733664778
3.04,0.925706238502442
3.08,0.896375952160798
3.12,0.866497442801837
3.16,0.836704864829186
3.2,0.806953245053852
3.24,0.777307105232498
3.28,0.747786476665676
3.32,0.718436588403628
3.36,0.689298214158038
3.4,0.660406265788651
3.44,0.631795237354311
3.48,0.603500666409459
3.52,0.575560571645906
3.56,0.548014544359404
3.6,0.520902191573496
3.64,0.494264387420184
3.68,0.468141304479449
3.72,0.442572751806085
3.76,0.417599132463981
3.8,0.393260655273605
3.84,0.369598109475791
3.88,0.346652628162156
3.92,0.324465664584041
3.96,0.303078809816068
4,0.28253429588969
4.04,0.262874045981903
4.08,0.244140142466263
4.12,0.22637486503809
4.16,0.209620702973752
4.2,0.193920231681176
4.24,0.179315990429783
4.28,0.165850964383319
4.32,0.153567825561274
4.36,0.142509803843749
4.4,0.132719823586512
4.44,0.124241025390121
4.48,0.117116520626372
4.52,0.111389506425196
4.56,0.107103269005821
4.6,0.104301069513533
4.64,0.103026208879457
4.68,0.103322005851624
4.72,0.105231812985098
4.76,0.108798916037851
4.8,0.114066668952177
4.84,0.121078391458339
4.88,0.129877364138452
4.92,0.140506916658399
4.96,0.153010241526944
5,0.16743062070959
5.04,0.183811202557526
5.08,0.202195329168228
5.12,0.222625778509711
5.16,0.245145723982219
5.2,0.269798152787473
5.24,0.296626106771641
5.28,0.325672301330997
5.32,0.356979382426593
5.36,0.390590494492573
5.4,0.426547867636893
5.44,0.464894432510729
5.48,0.505672077188112
5.52,0.548923446870779
5.56,0.594690729478305
5.6,0.643016056833858
5.64,0.693941511972113
5.68,0.747508868400139
5.72,0.803759824729934
5.76,0.862736011643085
5.8,0.924478998640512
5.84,0.989030916153952
5.88,1.05643138390672
5.92,1.12672203483963
5.96,1.19994383061696
6,1.27613766321397
6.04,1.35534364628379
6.08,1.43760249041259
6.12,1.52295409971591
6.16,1.61143825227544
6.2,1.70309460541637
6.24,1.79796310664137
6.28,1.89608280026143
6.32,1.99749216052949
6.36,2.10223122222197
6.4,2.21033911107784
6.44,2.32185122775658
