"Trazado4"
"Tiempo (sec)","Velocidad angular2 (deg/sec)"
0,0
0.04,0.0340349015494115
0.08,0.150880387224998
0.12,0.354325420471486
0.16,0.64335538678426
0.2,1.01811329218188
0.24,1.47897946534064
0.28,2.0266325407569
0.32,2.66203599685294
0.36,3.3863391582948
0.4,4.20084672082753
0.44,5.10658940398169
0.48,6.10432310321191
0.52,7.19390983214512
0.56,8.37412709072945
0.6,9.64220963073359
0.64,10.9937893621323
0.68,12.4223295218243
0.72,13.9195049289329
0.76,15.4754520885717
0.8,17.0788168467751
0.84,18.7168695723395
0.88,20.377428242607
0.92,22.0478976380298
0.96,23.716969832471
1,25.3741717502021
1.04,27.0108697615795
1.08,28.6203910824275
1.12,30.1968334595207
1.16,31.7377609145012
1.2,33.241084237426
1.24,34.706552442715
1.28,36.1352978841634
1.32,37.5291908870806
1.36,38.8912569397212
1.4,40.2242534615917
1.44,41.5327565851058
1.48,42.8208663435209
1.52,44.0931229641526
1.56,45.3538202025355
1.6,46.6084781553071
1.64,47.8595977580652
1.68,49.1145624743925
1.72,50.3759656878806
1.76,51.6497999273745
1.8,52.9396103569
1.84,54.2493345612796
1.88,55.5826808665905
1.92,56.9419997668963
1.96,58.3275010913649
2,59.7374731010138
2.04,61.1628501660632
2.08,62.5794980995845
2.12,63.9334899497782
2.16,65.0894040173734
2.2,65.673639754718
2.24,64.3437304292692
2.28,54.5458543556581
2.32,15.707353413
2.36,33.4651738473108
2.4,70.9240054285178
2.44,80.7108642841995
2.48,80.5617520288345
2.52,79.4539959062824
2.56,78.8243543466489
2.6,78.7999092054461
2.64,79.0790184046554
2.68,79.0260434796565
2.72,78.7984769600368
2.76,78.7491788997525
2.8,79.0039077919295
2.84,79.274700632761
2.88,78.8470521963969
2.92,76.9930039504203
2.96,73.7716011531983
3,70.1026885323533
3.04,65.701637310448
3.08,58.6367459222274
3.12,50.3441043837646
3.16,43.5751769808392
3.2,39.9389710000838
3.24,39.1852425766385
3.28,40.375626326786
3.32,42.6663078625553
3.36,45.4035733295938
3.4,47.5431028903688
3.44,48.94068972066
3.48,50.4227018850997
3.52,53.3951097682867
3.56,59.2732669456918
3.6,68.8165012433341
3.64,71.8079831000312
3.68,59.8016556330014
3.72,9.6264696446589
3.76,11.6812714609837
3.8,17.8174535868527
3.84,19.9145861955639
3.88,20.3607432040853
3.92,20.0007233470836
3.96,19.1936738342272
4,18.1222576865548
4.04,16.8936264466741
4.08,15.573735796042
4.12,14.2075167105512
4.16,12.8264849716414
4.2,11.4547989526135
4.24,10.1100194357989
4.28,8.80786363481364
4.32,7.55970656148612
4.36,6.37458236050044
4.4,5.26408807006067
4.44,4.23602356135768
4.48,3.2988921666441
4.52,2.4614314747522
4.56,1.73274183193467
4.6,1.12225930135579
4.64,0.640817017231073
4.68,0.299214813771494
4.72,0.109093380315701
4.76,0.0821424425467583
4.8,0.229135616390048
4.84,0.558474902579318
4.88,1.07418558400154
4.92,1.77298864556761
4.96,2.64168455214871
5,3.65407117904075
5.04,4.76886767958761
5.08,5.93065122908936
5.12,7.07444919541451
5.16,8.08714271598999
5.2,8.81594721298549
5.24,9.21570877155413
5.28,9.28930583241468
5.32,9.0747912113916
5.36,8.6280791977389
5.4,8.00997407440715
5.44,7.28047702447131
5.48,6.48252523918209
5.52,5.66420211463968
5.56,4.85360346659747
5.6,4.0760629899614
5.64,3.33914310008574
5.68,2.66278692904239
5.72,2.05187637776162
5.76,1.51492955849955
5.8,1.05711557446632
5.84,0.678966668593357
5.88,0.382761874373894
5.92,0.165854560827947
5.96,0.0408191038272058
6,3.96016245075633e-09
