"Trazado4"
"Tiempo (sec)","Velocidad angular2 (deg/sec)"
0,0
0.04,0.000364644983891872
0.08,0.00161692127745351
0.12,0.00379833920804561
0.16,0.00689846204374275
0.2,0.0109178126673276
0.24,0.0158573424364622
0.28,0.0217187434551656
0.32,0.0285043969722554
0.36,0.0362174648033231
0.4,0.0448626025253525
0.44,0.0544447988955163
0.48,0.0649714272974572
0.52,0.0764507018218655
0.56,0.0888926518041083
0.6,0.102308776920939
0.64,0.116713202140606
0.68,0.132120809454577
0.72,0.148548225153166
0.76,0.166017651286205
0.8,0.184551343549865
0.84,0.20416987027245
0.88,0.224904459958988
0.92,0.246782739748127
0.96,0.269838076810224
1,0.294104834498149
1.04,0.319621429008886
1.08,0.346428564842752
1.12,0.374564896662243
1.16,0.40408292087933
1.2,0.435028127511518
1.24,0.467452613909276
1.28,0.501411297829694
1.32,0.536959238060545
1.36,0.574160534270792
1.4,0.613065028200866
1.44,0.65374756882158
1.48,0.696269642243136
1.52,0.740700130340283
1.56,0.787104349412459
1.6,0.835576044805429
1.64,0.886130253775206
1.68,0.938888721809979
1.72,0.993909109212116
1.76,1.05125685076342
1.8,1.11101177684773
1.84,1.17323033071533
1.88,1.23798556993343
1.92,1.30534682741962
1.96,1.37536121102182
2,1.44809864092653
2.04,1.52361015419436
2.08,1.60192182731066
2.12,1.68308751994606
2.16,1.76716851661138
2.2,1.8541067642774
2.24,1.94398681055489
2.28,2.03679152005694
2.32,2.13250935400172
2.36,2.23113746288602
2.4,2.33258449474097
2.44,2.43688785927388
2.48,2.54391200176865
2.52,2.65359440486926
2.56,2.76584713328518
2.6,2.88054632331801
2.64,2.99753354483978
2.68,3.11670793018044
2.72,3.23789859353413
2.76,3.36073786247871
2.8,3.48522322640346
2.84,3.610966189595
2.88,3.73774193158256
2.92,3.86533155584181
2.96,3.9932951959662
3,4.12137396301389
3.04,4.2490826993674
3.08,4.35611098101782
3.12,4.42824915851823
3.16,4.50476014301554
3.2,4.57947974258902
3.24,4.65418782294575
3.28,4.72853065652171
3.32,4.80238096481877
3.36,4.87592045141714
3.4,4.94900576378023
3.44,5.02182961676701
3.48,5.09421402472891
3.52,5.16626650391126
3.56,5.23788090333107
3.6,5.30918602300746
3.64,5.38002215386078
3.68,5.45046803571353
3.72,5.52065584631531
3.76,5.59031839199288
3.8,5.65975345807155
3.84,5.7288081392213
3.88,5.79749705678599
3.92,5.86578240047974
3.96,5.93373646416801
4,6.00143093661284
4.04,6.06866863334392
4.08,6.13568274802169
4.12,6.20238397469092
4.16,6.26873840579295
4.2,6.33466116871679
4.24,6.40053458893676
4.28,6.46585972999414
4.32,6.53127170084987
4.36,6.59597255714935
4.4,6.66059338017318
4.44,6.72484971116661
4.48,6.78896113015273
4.52,6.85284575240397
4.56,6.91642441624746
4.6,6.97981484007406
4.64,7.04293831219292
4.68,7.10581467513697
4.72,7.16855872921736
4.76,7.23099856388231
4.8,7.29334347141755
4.84,7.35542241702311
4.88,7.41734910365343
4.92,7.47914145203852
4.96,7.54072514247132
5,7.60211912381292
5.04,7.6634337746805
5.08,7.72450384979258
5.12,7.78553065848685
5.16,7.84635047409927
5.2,7.90707181703479
5.24,7.96771182755402
5.28,8.02819923758103
5.32,8.08846422957741
5.36,8.14896348085804
5.4,8.20918650773078
5.44,8.26949968580867
5.48,8.32905445055972
5.52,8.38907996666626
5.56,8.4489008322022
5.6,8.50870556634215
5.64,8.56850964919939
5.68,8.6283284066719
5.72,8.68784089828456
5.76,8.74740061960617
5.8,8.80702178095461
5.84,8.8665521241537
5.88,8.92617343682403
5.92,8.98556988057162
5.96,9.04492222839399
6,9.10440815638848
6.04,9.16371534052941
6.08,9.22318313170732
6.12,9.28266217132163
6.16,9.34200517737553
6.2,9.40138686150992
6.24,9.4606601239809
6.28,9.52015665433795
6.32,9.57941174372305
6.36,9.63891300890953
6.4,9.69819792600974
6.44,9.75775131610079
6.48,9.81711264928527
6.52,9.87676184272302
6.56,9.93608613167225
