"Trazado3"
"Tiempo (sec)","Velocidad angular1 (deg/sec)"
0,0
0.04,0.0133067893491655
0.08,0.0589765526409386
0.12,0.138405566068627
0.16,0.250965049522162
0.2,0.396258549031938
0.24,0.573697403521138
0.28,0.782473427847941
0.32,1.02152168363817
0.36,1.28947433497771
0.4,1.58466325887647
0.44,1.90500588481826
0.48,2.24807215728955
0.52,2.61093395643604
0.56,2.99018403731731
0.6,3.38184186358055
0.64,3.7813677396838
0.68,4.18346605298853
0.72,4.58215422977777
0.76,4.97073208297127
0.8,5.34162495293245
0.84,5.68625501301152
0.88,5.9954610033875
0.92,6.25906264641234
0.96,6.46632571427568
1,6.60589340466409
1.04,6.66629072073391
1.08,6.636311860083
1.12,6.50530922347251
1.16,6.26448572650175
1.2,5.9069755777835
1.24,5.42896437526446
1.28,4.830255607659
1.32,4.11461350812361
1.36,3.28989072170259
1.4,2.36755567109647
1.44,1.36211372617886
1.48,0.289824000470631
1.52,0.832437660240764
1.56,1.98840173468309
1.6,3.16346163379853
1.64,4.34514116032932
1.68,5.52402591709748
1.72,6.69309426332895
1.76,7.84831918982593
1.8,8.98772553314725
1.84,10.1113391282063
1.88,11.2208012087169
1.92,12.3188399501241
1.96,13.4089157838328
2,14.4953537191934
2.04,15.5826290514452
2.08,16.6750437884907
2.12,17.7773703778122
2.16,18.8939804784669
2.2,20.0279920885251
2.24,21.183714224731
2.28,22.3632100018445
2.32,23.5687489405434
2.36,24.7994034688832
2.4,26.0552254764056
2.44,27.3317376992421
2.48,28.6236759216703
2.52,29.9224764072486
2.56,31.2144556738322
2.6,32.4841940900427
2.64,33.7084298271378
2.68,34.8615231881502
2.72,35.910003120079
2.76,36.8149980529138
2.8,37.5344976515003
2.84,38.020480968241
2.88,38.2233807046824
2.92,38.0943511054341
2.96,37.5878324996626
3,36.6662485270559
3.04,35.3021001797289
3.08,33.483004968391
3.12,31.2148605409476
3.16,28.5182301550176
3.2,25.4330068916217
3.24,22.0161384452349
3.28,18.3333925343775
3.32,14.4595130398502
3.36,10.4720770496397
3.4,6.44712769359149
3.44,2.45596637467224
3.48,1.43757024057413
3.52,5.17924346173686
3.56,8.72478063150131
3.6,12.0396905293345
3.64,15.0997521113882
3.68,17.887876220908
3.72,20.395145243885
3.76,22.6194016671264
3.8,24.5627542819641
3.84,26.2304730718319
3.88,27.6329705921735
3.92,28.7792440435881
3.96,29.6840782189706
4,30.3600118222364
4.04,30.8221866211005
4.08,31.0845419780266
4.12,31.16170732746
4.16,31.06731959893
4.2,30.8163404832293
4.24,30.4217455732126
4.28,29.8986524175272
4.32,29.2592306744085
4.36,28.512530838218
4.4,27.6760241290481
4.44,26.7597871823625
4.48,25.774390078362
4.52,24.7318590932434
4.56,23.6429953625398
4.6,22.5164744097871
4.64,21.3659964972106
4.68,20.1994975052506
4.72,19.0253992502837
4.76,17.8525406423005
4.8,16.6917753379416
4.84,15.5481159965342
4.88,14.429337569954
4.92,13.3407406697077
4.96,12.2884720997719
5,11.2769641936733
5.04,10.3089952369811
5.08,9.38731062353271
5.12,8.51460598059854
5.16,7.68903360183873
5.2,6.91417530940947
5.24,6.18777877707077
5.28,5.50941151020069
5.32,4.87829797218089
5.36,4.29271778990901
5.4,3.75084917277935
5.44,3.25153081976734
5.48,2.79160322667603
5.52,2.37143046050387
5.56,1.98881418763993
5.6,1.6431076811323
5.64,1.33124307768495
5.68,1.05371788401685
5.72,0.80928470025335
5.76,0.597596759182604
5.8,0.418529362459327
5.84,0.271509342067794
5.88,0.156143818359735
5.92,0.0715367000357905
5.96,0.020157114503791
6,0.000650214406884336
