"Trazado2"
"Tiempo (sec)","Desplazamiento angular2 (deg)"
0,4.3569988061487e-05
0.04,5.25010715329019e-05
0.08,0.000115017491775237
0.12,0.000284699415147944
0.16,0.000615117890061236
0.2,0.00115983140950368
0.24,0.0019723837687302
0.28,0.00310630519351407
0.32,0.00461510905917713
0.36,0.0065522960608312
0.4,0.00897135917847847
0.44,0.0119257747202642
0.48,0.0154690288912274
0.52,0.0196546020583081
0.56,0.0245359869179559
0.6,0.0301666900228718
0.64,0.036600243665401
0.68,0.0438902207075427
0.72,0.0520902137802758
0.76,0.0612539112818691
0.8,0.0714350434855964
0.84,0.0826873867388063
0.88,0.0950648449628295
0.92,0.108621437313139
0.96,0.1234112300708
1,0.139488495492269
1.04,0.156907531863155
1.08,0.175722903304458
1.12,0.195989224332836
1.16,0.217761347010069
1.2,0.241094306876505
1.24,0.266043215756336
1.28,0.29266356659787
1.32,0.321010761410586
1.36,0.35114072360504
1.4,0.383109301598051
1.44,0.41697267567729
1.48,0.452787359819015
1.52,0.49060967986084
1.56,0.530496498741338
1.6,0.572504934614346
1.64,0.61669162072692
1.68,0.663114017956415
1.72,0.711829468352479
1.76,0.762895309501953
1.8,0.816369480268395
1.84,0.872308883350059
1.88,0.930771386036494
1.92,0.99181453229211
1.96,1.05549573905811
2,1.12187273150525
2.04,1.19100214902482
2.08,1.26294111747156
2.12,1.33774629534679
2.16,1.41547470041572
2.2,1.49618141454857
2.24,1.57992249446749
2.28,1.66675279137049
2.32,1.75672664729355
2.36,1.84989863495617
2.4,1.9463204607608
2.44,2.04604524240447
2.48,2.14912402092571
2.52,2.25560718478988
2.56,2.36554470828885
2.6,2.47898386943608
2.64,2.59597181110414
2.68,2.7165547357865
2.72,2.84077754073206
2.76,2.96868204878417
2.8,3.10031066131427
2.84,3.23570298983334
2.88,3.37489740938152
2.92,3.51793184459399
2.96,3.66483953462342
3,3.81565460405552
3.04,3.97040833881002
3.08,4.12913036926457
3.12,4.29184845618162
3.16,4.45858870723262
3.2,4.62937592105648
3.24,4.80422904081066
3.28,4.98316986781398
3.32,5.16621599035187
3.36,5.35338355624322
3.4,5.54468591779172
3.44,5.74013620980668
3.48,5.9397430417902
3.52,6.14351601914485
3.56,6.35146028653798
3.6,6.56358261765601
3.64,6.7798813537054
3.68,7.0003588565974
3.72,7.22501556669233
3.76,7.45384671689003
3.8,7.68684984437114
3.84,7.92401791337048
3.88,8.16534349149048
3.92,8.41081811150175
3.96,8.66043306179265
4,8.91417301143759
4.04,9.17202649514921
4.08,9.43398023328506
4.12,9.70001914107322
4.16,9.97012595243508
4.2,10.2442829205981
4.24,10.5224747171138
4.28,10.8046789595686
4.32,11.0908808853076
4.36,11.3810543059798
4.4,11.6751808355312
4.44,11.9732375635166
4.48,12.2752038317068
4.52,12.58105798477
4.56,12.8907752182351
4.6,13.2043331623275
4.64,13.5217086365042
4.68,13.8428777407394
4.72,14.1678202216237
4.76,14.4965054110686
4.8,14.82891405614
4.84,15.1650220240499
4.88,15.5048047270355
4.92,15.8482403895135
4.96,16.1953036525603
5,16.5459731168358
5.04,16.9002249690078
5.08,17.2580404519045
5.12,17.6193910952365
5.16,17.9842577911179
5.2,18.3526191815827
5.24,18.7244558983226
5.28,19.0997453790624
5.32,19.4784660925452
5.36,19.8606037317448
5.4,20.2461347035994
5.44,20.6350447256274
5.48,21.0273103552281
5.52,21.4229174523384
5.56,21.8218489044939
5.6,22.2240887386115
5.64,22.6296221248446
5.68,23.0384333813905
5.72,23.4505080053652
5.76,23.8658326769268
5.8,24.2843952599802
5.84,24.7061887528861
5.88,25.1311915359764
5.92,25.5593970648382
5.96,25.9907960398451
6,26.4253803643575
6.04,26.8631392575939
6.08,27.3040670606912
6.12,27.7481554458019
6.16,28.195397323496
6.2,28.6457868346755
6.24,29.0993212617596
6.28,29.5559952661648
6.32,30.0158028418124
6.36,30.4787468247276
6.4,30.9448274217446
6.44,31.4140309347275
6.48,31.8863638378474
6.52,32.361828109959
6.56,32.8404194277776
6.6,33.3221459343391
6.64000000000001,33.8070057265605
6.68000000000001,34.2950018556247
6.72000000000001,34.7861422734641
6.76000000000001,35.2804249719042
6.80000000000001,35.7778639538468
6.84000000000001,36.2784577297474
6.88000000000001,36.7822115539586
6.92000000000001,37.2891428567036
6.96000000000001,37.7992481518338
7.00000000000001,38.3125471167394
7.04000000000001,38.8290385688773
7.08000000000001,39.3487407315308
7.12000000000001,39.8716583152505
7.16000000000001,40.3978189446498
7.20000000000001,40.9272076843087
7.24000000000001,41.4598506405662
7.28000000000001,41.9957603934247
7.32000000000001,42.534954132831
7.36000000000001,43.0774391750449
7.40000000000001,43.6232382165422
7.44000000000001,44.1723568164519
7.48000000000001,44.7248194067939
7.52000000000001,45.2806368182603
7.56000000000001,45.8398278262915
7.60000000000001,46.4024082922168
7.64000000000001,46.9683946840888
7.68000000000001,47.5378039859215
7.72000000000001,48.1106500130471
7.76000000000001,48.6869540308688
7.80000000000001,49.2667338648613
7.84000000000001,49.8499965914542
7.88000000000001,50.4367776614477
7.92000000000001,51.0270655985321
7.96000000000001,51.6208874930912
8.00000000000001,52.2182479087063
8.04,52.8191677693927
8.08,53.4236445805049
8.12,54.0316875416245
8.16,54.6432989612093
8.2,55.2584697923609
8.24,55.8771963869149
8.28,56.4994577075866
8.32,57.1252314871939
8.36,57.7544813874067
8.4,58.3871578840213
8.44,59.0231912798705
8.48,59.662498039133
8.51999999999999,60.3049572601128
8.55999999999999,60.9504247007136
8.59999999999999,61.5987051553255
8.63999999999999,62.2495572422425
8.67999999999999,62.9026366014574
8.71999999999999,63.5575252688447
8.75999999999999,64.2136696242568
8.79999999999999,64.8703297341206
8.83999999999999,65.5265222448789
8.87999999999999,66.1809249894197
8.91999999999999,66.8317022491031
8.95999999999998,67.4763240746506
8.99999999999998,68.1111959585703
9.03999999999998,68.7311203149385
9.07999999999998,69.3285079216475
9.11999999999998,69.8920742482807
9.15999999999998,70.4052068081995
9.19999999999998,70.8442577524454
9.23999999999998,71.1807944111461
9.27999999999998,71.3964806677423
9.31999999999998,71.4837688008313
9.35999999999998,71.4424377032751
9.39999999999998,71.2767522461293
9.43999999999997,70.9925933770724
9.47999999999997,70.5955603700884
9.51999999999997,70.0906787482855
9.55999999999997,69.4883633600471
9.59999999999997,68.8083326220581
9.63999999999997,68.0730721419625
9.67999999999997,67.3022175336289
9.71999999999997,66.5103334740429
9.75999999999997,65.7072084182806
9.79999999999997,64.8990336646341
9.83999999999997,64.0895922768236
9.87999999999997,63.2810645984049
9.91999999999996,62.4746745667629
9.95999999999996,61.6709725396923
9.99999999999996,60.8701614650376
10.04,60.07216613155
10.08,59.2767654282729
10.12,58.4836597960464
10.16,57.6924504561884
10.2,56.9027864993496
10.24,56.1142558025523
10.28,55.3264521724731
10.32,54.5390018809647
10.36,53.7515597055273
10.4,52.9638056722932
10.44,52.1755022771844
10.48,51.3864512787806
10.52,50.5965731884667
10.56,49.8061080451888
10.5999999999999,49.0154105690627
10.6399999999999,48.224715186096
10.6799999999999,47.4342057017532
10.7199999999999,46.643981747675
10.7599999999999,45.8541726936945
10.7999999999999,45.0648870442914
10.8399999999999,44.2762392575022
10.8799999999999,43.4881451468062
10.9199999999999,42.7005039333277
10.9599999999999,41.9131499745327
10.9999999999999,41.1258905683781
11.0399999999999,40.3385308388493
11.0799999999999,39.5508574905192
11.1199999999999,38.7626745841751
11.1599999999999,37.9738196311212
11.1999999999999,37.1841599552766
11.2399999999999,36.393633201557
11.2799999999999,35.6022670247447
11.3199999999999,34.8101697847694
11.3599999999999,34.0175978996886
11.3999999999999,33.2249265492644
11.4399999999999,32.4326572910049
11.4799999999999,31.6414602035379
11.5199999999999,30.8521203703427
11.5599999999999,30.0655233719436
11.5999999999999,29.2826440832573
11.6399999999999,28.5044704647169
11.6799999999999,27.7320202364558
11.7199999999999,26.9662105459631
